filename,station_name,n_years,completeness,longitude,latitude,country
taylor_lake_nasa_road_1-tay-usa-hct,taylor_lake_nasa_road_1,16,0.9321,-95.0538,29.5653,USA
taylor_lake_port_road-tay-usa-hct,taylor_lake_port_road,5,0.743,-95.0396,29.6038,USA
taylor_river_at_mouth_near_homestead_fl-251127080382100-usa-usgs,taylor_river_at_mouth_near_homestead_fl,19,0.926,-80.6390528,25.19059444,USA
taylors_bayou_shoreacres_boulevard-tay-usa-hct,taylors_bayou_shoreacres_boulevard,15,0.9678,-95.0216,29.6199,USA
tchefuncte_river_at_madisonville_la-7375230-usa-usgs,tchefuncte_river_at_madisonville_la,2,8.7971,-90.1548009,30.4040829,USA
tchoutacabouffa_river_entrance-8744663-usa-noaa,tchoutacabouffa_river_entrance,1,0.8348,-88.9733,30.4417,USA
tchoutacabouffa_river_nr_diberville_ms-2480590-usa-usgs,tchoutacabouffa_river_nr_diberville_ms,12,0.8787,-88.8933643,30.4760307,USA
tecumseh_ontario-11975-can-meds,tecumseh_ontario,34,0.9069,-82.93,42.34,CAN
teignbridgepiertg-tei-gbr-cmems,teignbridgepiertg,7,4.3417,-3.49213,50.54388,GBR
teignmouth_pier-tnp-gbr-cco,teignmouth_pier,7,4.8587,-3.49213,50.54388,GBR
tejn-tej-dnk-cmems,tejn,21,5.4592,14.8333,55.25,DNK
teknaf-137a-bgd-uhslc_rq,teknaf,6,0.9067,92.3,20.883,BGD
telchac-415-mex-unam_hist,telchac,2,1.0014,-89.30833333,21.34,MEX
telchac_flotador-11-mex-unam,telchac_flotador,4,7.8986,-89.30833333,21.34,MEX
telchac_yuk-862a-mex-uhslc_rq,telchac_yuk,3,0.4718,-89.308,21.34,MEX
telegraph_bay-9449988-usa-noaa,telegraph_bay,1,0.8328,-122.805,48.4433,USA
telegraph_creek_at_state_highway_at_olga_fl-22929176-usa-usgs,telegraph_creek_at_state_highway_at_olga_fl,15,1.1669,-81.7034528,26.72735833,USA
teller-9469239-usa-noaa,teller,1,0.6709,-166.353,65.2667,USA
telukdalam-913-idn-uhslc_fd,telukdalam,9,0.8267,97.822,0.555,IDN
temco_kalama_terminal-9440357-usa-noaa,temco_kalama_terminal,4,0.8389,-122.837,45.987,USA
tenerife-228a-esp-uhslc_rq,tenerife,28,0.9665,-16.24,28.478,ESP
tenerife-ten-esp-da_mm,tenerife_v2,80,1.0507,-16.24,28.48,ESP
tenerife2tg-ten-esp-cmems,tenerife2tg,7,0.7435,-16.241131,28.477209,ESP
tenerife3tg-ten-esp-cmems,tenerife3tg,7,0.4604,-16.550501,28.418301,ESP
tenerife4tg-ten-esp-cmems,tenerife4tg,7,0.6068,-16.71805,28.04694,ESP
tenerifetg-ten-esp-cmems,tenerifetg,34,0.9476,-16.24,28.48,ESP
terborg-3910020-deu-wsv,terborg,26,0.9827,7.39691275,53.29423179,DEU
termisa-284a-bra-uhslc_rq,termisa,3,0.611,-37.05,-4.817,BRA
terneuzen-tern-nld-rws,terneuzen,2,1.6867,3.819895,51.33630413,NLD
terneuzen-ternzn-nld-rws,terneuzen_v2,55,0.6871,3.81981192,51.33621206,NLD
terneuzen-ternzn-nld-rws_hist,terneuzen_v3,80,2.7028,3.819812,51.336209,NLD
terschelling_noordzee-ters-nld-rws,terschelling_noordzee,2,1.6868,5.33318999,53.42794013,NLD
terschelling_noordzee-terslnze-nld-rws,terschelling_noordzee_v2,5,1.8378,5.33303331,53.44248637,NLD
terschelling_noordzee-terslnze-nld-rws_hist,terschelling_noordzee_v3,30,5.9081,5.333033,53.442484,NLD
terschellingnoordzeetg-ter-nld-cmems,terschellingnoordzeetg,11,4.7572,5.3333998,53.4436,NLD
tete_a_la_baleine-2554-can-meds,tete_a_la_baleine,1,0.09,-59.24,50.68,CAN
tettington-8638450-usa-noaa,tettington,4,0.8998,-76.9433,37.24,USA
texaco_dock-8761819-usa-noaa,texaco_dock,2,0.8965,-90.0383,29.4017,USA
texas_city-8771262-usa-noaa,texas_city,2,0.619,-94.88494,29.390639,USA
texas_gas_platform-8763535-usa-noaa,texas_gas_platform,5,0.8973,-90.9764,29.1748,USA
texas_point-8770822-usa-noaa,texas_point,14,0.9648,-93.841917,29.689389,USA
texel_noordzee-texe-nld-rws,texel_noordzee,2,1.6867,4.75105999,53.11483013,NLD
texel_noordzee-texnze-nld-rws,texel_noordzee_v2,5,1.5354,4.73319279,53.12061182,NLD
texel_noordzee-texnze-nld-rws_hist,texel_noordzee_v3,30,5.6828,4.733193,53.120609,NLD
texel_westgat-texwgt-nld-rws_hist,texel_westgat,6,0.508,4.644484,52.940589,NLD
thackeray_point-66130-can-meds,thackeray_point,1,0.0857,-99.7,71.67,CAN
thalia_creek_at_route_58_at_thalia_va-204291317-usa-usgs,thalia_creek_at_route_58_at_thalia_va,10,0.9029,-76.1244722,36.84330556,USA
the_battery-8518750-usa-noaa,the_battery,102,0.9936,-74.014167,40.700556,USA
the_brothers-9451785-usa-noaa,the_brothers,2,0.3558,-133.797,57.295,USA
the_narrows-4296-can-meds,the_narrows,1,0.2873,-68.21,58.4,CAN
the_rigolets-8761402-usa-noaa,the_rigolets,1,0.8893,-89.7367,30.1667,USA
the_summit-9451349-usa-noaa,the_summit,3,0.5118,-133.736908,56.68242,USA
thessalon_ontario-11070-can-meds,thessalon_ontario,65,0.9438,-83.55,46.25,CAN
thessaloniki-the-grc-cmems,thessaloniki,7,0.5558,22.91,40.630001,GRC
thevenard-128-aus-uhslc_fd,thevenard,34,0.9772,133.64,-32.15,AUS
thevenard-128a-aus-uhslc_rq,thevenard_v2,30,0.9936,133.64,-32.15,AUS
thevenard-62000-aus-bom,thevenard_v3,59,0.9347,133.6413,-32.1489,AUS
thiessow-9670067-deu-wsv,thiessow,26,0.9826,13.70975188,54.28066258,DEU
thio-46-fra-refmar,thio,28,0.5089,166.241528,-21.613806,FRA
thiotg_60minute-thi-fra-cmems,thiotg_60minute,28,0.4946,166.24153,-21.61381,FRA
thomaston-8415709-usa-noaa,thomaston,1,0.7876,-69.1817,44.0717,USA
thoms_point-9450970-usa-noaa,thoms_point,2,0.3749,-132.078,56.1183,USA
three_mile_slough-9415193-usa-noaa,three_mile_slough,1,0.7255,-121.685,38.0867,USA
three_mile_slough_at_san_joaquin_river-b95060-usa-cdwr,three_mile_slough_at_san_joaquin_river,44,0.9699,-121.68694444,38.09,USA
threemile_harbor_entrance-8511171-usa-noaa,threemile_harbor_entrance,3,0.8681,-72.19,41.035,USA
threemile_slough_at_san_joaquin_river-tsl-usa-cdwr,threemile_slough_at_san_joaquin_river,19,0.9557,-121.6861,38.1033,USA
threemile_slough_nr_rio_vista_ca-11337080-usa-usgs,threemile_slough_nr_rio_vista_ca,19,0.926,-121.686111,38.1033333,USA
throgs_neck-8518526-usa-noaa,throgs_neck,1,0.6121,-73.795,40.805,USA
thule_pituffik-808-dnk-uhslc_fd,thule_pituffik,20,0.9357,-68.0,76.0,DNK
thunder_bay_ontario-10050-can-meds,thunder_bay_ontario,117,0.9561,-89.22,48.41,CAN
thursday_island-58170-aus-bom,thursday_island,32,0.8303,142.2216,-10.5863,AUS
thursday_island-h057022b-aus-bom,thursday_island_v2,23,4.8911,142.22,-10.57,AUS
thyboronkysttg-thy-dnk-cmems,thyboronkysttg,11,5.2624,8.2089996,56.7075,DNK
tickfaw_river_near_springfield_la-7376300-usa-usgs,tickfaw_river_near_springfield_la,5,0.7358,-90.5511111,30.37655556,USA
tidal_creek-9413643-usa-noaa,tidal_creek,1,0.7506,-121.745,36.83,USA
tigalda_bay-9462782-usa-noaa,tigalda_bay,2,0.5767,-164.977,54.12,USA
tignish-1875-can-meds,tignish,1,0.2356,-64.0,46.95,CAN
tilghman_island-8571979-usa-noaa,tilghman_island,1,0.7828,-76.3283,38.765,USA
tilting_harbour-1049-can-meds,tilting_harbour,4,0.087,-54.07,49.7,CAN
timaru-665a-nzl-uhslc_rq,timaru,26,1.2637,171.25,-44.383,NZL
timmendorfpoel-9630007-deu-wsv,timmendorfpoel,26,0.9826,11.37563615,53.99199126,DEU
timmendorfpoeltg-tim-deu-cmems,timmendorfpoeltg,12,9.7564,11.38,53.990002,DEU
tin_city-9469439-usa-noaa,tin_city,2,0.7131,-167.975,65.5583,USA
tinian-698a-mnp-uhslc_rq,tinian,7,0.9409,145.618,14.96,MNP
tioman-323a-mys-uhslc_rq,tioman,36,0.9541,104.14,2.807,MYS
tnning-9520070-deu-wsv,tnning,26,0.9826,8.95122149,54.31632455,DEU
toba-ma23-jpn-jodc_jma,toba,60,0.9673,136.82471667,34.48528333,JPN
tobermory-tob-gbr-bodc,tobermory,35,3.7927,-6.064222,56.623111,GBR
tobermory-tob-gbr-cmems,tobermory_v2,36,0.8728,-6.0630999,56.6231,GBR
tobermory_ontario-11690-can-meds,tobermory_ontario,64,0.9715,-81.66,45.26,CAN
tobishima-gs25-jpn-jodc_giaj,tobishima,29,1.0007,139.54778333,39.18555,JPN
toe_drain_a_liberty_island_nr_courtland_ca-11455140-usa-usgs,toe_drain_a_liberty_island_nr_courtland_ca,11,0.8615,-121.6447222,38.34916667,USA
toe_drain_at_liberty_island_nr_courtland-toe-usa-cdwr,toe_drain_at_liberty_island_nr_courtland,5,0.7914,-121.64472,38.349167,USA
tofino-542-can-uhslc_fd,tofino,98,1.1819,-125.917,49.15,CAN
tofino-542a-can-uhslc_rq,tofino_v2,91,1.2014,-125.913,49.153,CAN
tofino_bc-8615-can-meds,tofino_bc,98,0.9014,-125.91,49.15,CAN
tokachiko-0122-jpn-jodc_pahb,tokachiko,41,1.0007,143.32221667,42.29695,JPN
tokaikaitei-ma63-jpn-jodc_jma,tokaikaitei,18,0.8341,137.58333333,33.76666667,JPN
toke_point-9440910-usa-noaa,toke_point,52,0.983,-123.966944,46.7075,USA
tokuyama-hd15-jpn-jodc_jcg,tokuyama,75,0.9981,131.80278333,34.04083333,JPN
tokyo-ma15-jpn-jodc_jma,tokyo,62,0.8715,139.77,35.64861667,JPN
tolchester_beach-8573364-usa-noaa,tolchester_beach,37,0.9691,-76.244531,39.2134,USA
toledo_oh-9063085-usa-noaa,toledo_oh,56,0.9917,-83.47228,41.69356,USA
tolomato_river-8720494-usa-noaa,tolomato_river,7,0.7173,-81.329472,29.99439,USA
tom_paine_slough_above_intake_structure-b95421-usa-cdwr,tom_paine_slough_above_intake_structure,42,0.9922,-121.41852778,37.79011111,USA
tom_paine_slough_above_mouth-b95420-usa-cdwr,tom_paine_slough_above_mouth,42,0.9684,-121.41858333,37.79058333,USA
tom_paine_slough_at_pescadero_pp_6-b95425-usa-cdwr,tom_paine_slough_at_pescadero_pp_6,36,1.1576,-121.35108333,37.76738889,USA
tomlee_bay-505-can-meds,tomlee_bay,2,0.2069,-62.6,44.83,CAN
tomoka_river_near_holly_hill_fl-2247510-usa-usgs,tomoka_river_near_holly_hill_fl,16,1.1005,-81.1086687,29.21748099,USA
tomoka_river_near_ormond_beach_fl-2247598-usa-usgs,tomoka_river_near_ormond_beach_fl,4,1.5014,-81.08616829,29.3408117,USA
toms_river-8533051-usa-noaa,toms_river,4,0.5903,-74.1983,39.95,USA
tonki_bay-9457152-usa-noaa,tonki_bay,1,0.601,-152.067,58.3167,USA
topolobampo-676-mex-unam_hist,topolobampo,22,1.0462,-109.05666667,25.58666667,MEX
topolobampo-676a-mex-uhslc_rq,topolobampo_v2,19,0.9928,-109.048,25.6,MEX
topsail_beach-top-usa-ncdem,topsail_beach,4,0.7049,-77.632,34.3656,USA
toronto_brkwater_ontario-13322-can-meds,toronto_brkwater_ontario,2,0.4973,-79.32,43.63,CAN
toronto_ontario-13320-can-meds,toronto_ontario,66,0.9824,-79.38,43.64,CAN
torsmindekysttg-tor-dnk-cmems,torsmindekysttg,11,5.0666,8.1199999,56.369999,DNK
tosashimizu-ma39-jpn-jodc_jma,tosashimizu,64,0.985,132.95888333,32.77916667,JPN
toulon-68-fra-refmar,toulon,48,0.7953,5.91306,43.11722,FRA
toulontg_60minute-tou-fra-cmems,toulontg_60minute,48,0.7936,5.9145999,43.122799,FRA
town_creek-tow-usa-ncdem,town_creek,5,0.7163,-77.9872222,34.1365556,USA
town_point_wharf-8573903-usa-noaa,town_point_wharf,11,0.8209,-75.9167,39.5033,USA
townsend_canal_near_alvafl-2292780-usa-usgs,townsend_canal_near_alvafl,8,0.7966,-81.5580361,26.70775278,USA
townsend_inlet-8535375-usa-noaa,townsend_inlet,2,0.7034,-74.7167,39.1217,USA
townsville-334-aus-uhslc_fd,townsville,42,0.9868,146.833,-19.25,AUS
townsville-334a-aus-uhslc_rq,townsville_v2,38,1.0007,146.833,-19.25,AUS
townsville-59250-aus-bom,townsville_v3,64,0.9861,146.8333,-19.25,AUS
toyama-349-jpn-uhslc_fd,toyama,59,0.9852,137.217,36.767,JPN
toyama-349a-jpn-uhslc_rq,toyama_v2,57,0.9949,137.233,36.767,JPN
toyama-ma56-jpn-jodc_jma,toyama_v3,57,1.0007,137.22471667,36.76221667,JPN
tpts_navd88-tpts-usa-sfwmd,tpts_navd88,15,1.5303,-80.37222222,25.20333333,USA
travemnde-9620085-deu-wsv,travemnde,26,0.9826,10.87217587,53.95802057,DEU
travemuendetg-tra-deu-cmems,travemuendetg,12,9.8473,10.873,53.963001,DEU
travemunde-tra-deu-bfg,travemunde,76,0.9825,10.872182,53.958024,DEU
traverse_city_mi-9087010-usa-noaa,traverse_city_mi,1,0.8123,-85.625,44.77,USA
tregde-804-nor-uhslc_fd,tregde,99,0.9879,7.567,58.0,NOR
tregde-804a-nor-uhslc_rq,tregde_v2,92,0.9924,7.567,58.0,NOR
tregde-trg-nor-nhs,tregde_v3,99,0.9517,7.554759,58.006377,NOR
tregdetg-tre-nor-cmems,tregdetg,99,2.813,7.554759,58.006378,NOR
tremiti-tre-ita-ispra,tremiti,10,3.8734,15.50156667,42.11888056,ITA
trent_r_at_pollocksville_nc-2092554-usa-usgs,trent_r_at_pollocksville_nc,19,0.9259,-77.21888889,35.01,USA
trenton_marine_terminal-8539993-usa-noaa,trenton_marine_terminal,14,0.9891,-74.755,40.1883,USA
trepassey-880-can-meds,trepassey,3,0.1898,-53.37,46.73,CAN
trident_bay-9462721-usa-noaa,trident_bay,2,0.6726,-165.527,54.14,USA
trident_pier-8721604-usa-noaa,trident_pier,32,0.9849,-80.593056,28.415833,USA
trieste-829-ita-uhslc_fd,trieste,17,0.9467,13.76,45.647,ITA
trieste-tri-ita-ispra,trieste_v2,36,4.1038,13.75793889,45.64939167,ITA
triigi-tri-est-cmems,triigi,15,0.7929,22.7173,58.5914,EST
trindade-204a-bra-uhslc_rq,trindade,1,0.1556,-29.31,-20.503,BRA
trinity_rv_at_ih_10_nr_wallisville_tx-8067250-usa-usgs,trinity_rv_at_ih_10_nr_wallisville_tx,6,0.8654,-94.7635944,29.83707778,USA
trinity_rv_at_wallisville_tx-8067252-usa-usgs,trinity_rv_at_wallisville_tx,17,1.0349,-94.7313087,29.8124434,USA
trinity_rv_nr_moss_bluff_tx-8067100-usa-usgs,trinity_rv_nr_moss_bluff_tx,17,1.0349,-94.774366,29.9418847,USA
tristan_da_cunha-722a-gbr-uhslc_rq,tristan_da_cunha,3,0.7934,-12.3,-37.05,GBR
trocadero_bay-9450463-usa-noaa,trocadero_bay,1,0.4373,-132.93806,55.3517,USA
trois_pistoles-3005-can-meds,trois_pistoles,3,0.1473,-69.19,48.13,CAN
trois_rivieres-3360-can-meds,trois_rivieres,96,0.9161,-72.54,46.34,CAN
tromso-tos-nor-nhs,tromso,74,0.9696,18.95479,69.64611,NOR
tromsoetg-tro-nor-cmems,tromsoetg,74,3.5528,18.95479,69.646111,NOR
trondheim-trd-nor-nhs,trondheim,36,0.9832,10.391669,63.436484,NOR
trondheimtg-tro-nor-cmems,trondheimtg,37,5.7378,10.391669,63.436485,NOR
troup_passage_bc-8981-can-meds,troup_passage_bc,1,0.0822,-128.04,52.24,CAN
trout_cove-334-can-meds,trout_cove,1,0.3178,-66.03,44.55,CAN
trout_creek_at_mouth_near_key_largo_fl-251253080320100-usa-usgs,trout_creek_at_mouth_near_key_largo_fl,19,0.926,-80.5335056,25.2148972,USA
trout_r-8720213-usa-noaa,trout_r,2,0.5002,-81.7283,30.42,USA
trout_r_nr_jacksonville_fla-2246621-usa-usgs,trout_r_nr_jacksonville_fla,10,0.9324,-81.69648758,30.41746058,USA
tsawwassen_bc-7590-can-meds,tsawwassen_bc,12,0.9101,-123.13,49.0,CAN
tsehum_harbour_bc-7262-can-meds,tsehum_harbour_bc,1,0.1664,-123.41,48.67,CAN
tskawahyah_island-9442705-usa-noaa,tskawahyah_island,1,0.6728,-124.7369,48.171,USA
tsuruga-4004-jpn-jodc_pahb,tsuruga,12,1.0005,136.06445,35.66055,JPN
tsushima-ma72-jpn-jodc_jma,tsushima,15,0.8831,129.3222,34.2596,JPN
tsushimahidakatsu-ma85-jpn-jodc_jma,tsushimahidakatsu,14,1.0006,129.4782,34.6554,JPN
tubuai-113-fra-refmar,tubuai,12,0.7735,-23.341768,-23.341768,FRA
tubuai-456-fra-uhslc_fd,tubuai_v2,7,0.9057,-149.475,-23.342,FRA
tubuaitg_60minute-tub-fra-cmems,tubuaitg_60minute,12,0.7732,-149.47554,-23.34177,FRA
tuckahoe-8534883-usa-noaa,tuckahoe,1,0.8517,-74.7483,39.295,USA
tuckahoe_2-8534884-usa-noaa,tuckahoe_2,1,0.8537,-74.75,39.2967,USA
tuckahoe_3-8534885-usa-noaa,tuckahoe_3,1,0.7366,-74.75,39.2917,USA
tukarak_island-4600-can-meds,tukarak_island,1,0.0771,-78.83,56.32,CAN
tuktoyaktuk-6485-can-meds,tuktoyaktuk,45,0.6828,-132.99,69.44,CAN
tuktoyaktuk_pcsp-6484-can-meds,tuktoyaktuk_pcsp,1,0.1566,-133.04,69.43,CAN
tulalip-9447773-usa-noaa,tulalip,1,0.9666,-122.288,48.065,USA
tulare_beach-9448043-usa-noaa,tulare_beach,1,0.676,-122.34728,48.106806,USA
tullifinny_river_below_i_95_near_ridgeland_sc-21765186-usa-usgs,tullifinny_river_below_i_95_near_ridgeland_sc,4,0.6467,-80.9021667,32.59966667,USA
tumaco-303a-col-uhslc_rq,tumaco,68,0.9884,-78.73,1.817,COL
tumbo_channel_bc-7510-can-meds,tumbo_channel_bc,12,0.6574,-123.11,48.79,CAN
turkey_creek_above_huger_sc-2172035-usa-usgs,turkey_creek_above_huger_sc,18,0.9432,-79.7840556,33.13113889,USA
turkey_creek_at_airport_road_at_gulfport_ms-2481251-usa-usgs,turkey_creek_at_airport_road_at_gulfport_ms,6,0.8854,-89.0825028,30.4184361,USA
turkey_point-8723423-usa-noaa,turkey_point,1,0.6838,-80.33,25.4367,USA
turkey_point_hudson_river_nerrs-8518962-usa-noaa,turkey_point_hudson_river_nerrs,9,0.9437,-73.939167,42.014167,USA
turku-tur-fin-cmems,turku,55,0.991,22.1005,60.428299,FIN
turku_ruissalo_saaronniemi-134225-fin-fmi,turku_ruissalo_saaronniemi,41,0.9864,22.1,60.43,FIN
turn_point-9451434-usa-noaa,turn_point,1,0.4,-132.98,56.8,USA
turnavik_island-1400-can-meds,turnavik_island,3,0.0991,-59.37,55.3,CAN
turner_bay-9448657-usa-noaa,turner_bay,1,0.6621,-122.555,48.445,USA
turner_cut_near_holt-trn-usa-cdwr,turner_cut_near_holt,24,0.9338,-121.4542,37.9928,USA
turner_cut_nr_holt_ca-11311300-usa-usgs,turner_cut_nr_holt_ca,21,0.9623,-121.4538889,37.9925,USA
turner_river_nr_chokoloskee_island_fl-2290930-usa-usgs,turner_river_nr_chokoloskee_island_fl,19,0.926,-81.3416667,25.8286111,USA
turning_island-4682-can-meds,turning_island,1,0.0904,-79.22,53.85,CAN
turtle_bay-8725649-usa-noaa,turtle_bay,2,0.5427,-82.1833,26.7967,USA
turtle_head-58180-aus-bom,turtle_head,34,0.9121,142.2133,-10.5212,AUS
tusket-378-can-meds,tusket,1,0.411,-65.98,43.87,CAN
tuxpan-404-mex-unam_hist,tuxpan,25,0.944,-97.31166667,20.96833333,MEX
tuxpan_radar-12-mex-unam,tuxpan_radar,4,44.8414,-97.31166667,20.96833333,MEX
twillingate-1060-can-meds,twillingate,4,0.2047,-54.77,49.65,CAN
twin_cove_bc-7022-can-meds,twin_cove_bc,1,0.137,-123.64,48.38,CAN
twin_islands_bc-7892-can-meds,twin_islands_bc,2,0.5581,-124.93,50.03,CAN
two_harbor_mn-9099070-usa-noaa,two_harbor_mn,1,0.4116,-91.675,47.0167,USA
tybee_marina-8671029-usa-noaa,tybee_marina,2,0.5424,-80.855,31.9967,USA
tysoe_point-6338-can-meds,tysoe_point,1,0.1068,-120.78,69.62,CAN
uapoutg_60minute-uap-fra-cmems,uapoutg_60minute,8,0.1279,-140.04646,-9.3578901,FRA
ubatuba-282a-bra-uhslc_rq,ubatuba,5,0.8214,-45.117,-23.5,BRA
ubeko-8412-jpn-jodc_pahb,ubeko,13,1.0006,131.24305,33.93888333,JPN
uchiura-ma18-jpn-jodc_jma,uchiura,64,0.985,138.89028333,35.01721667,JPN
ucluelet_bc-8595-can-meds,ucluelet_bc,13,0.6042,-125.55,48.95,CAN
udbyhoej-udb-dnk-cmems,udbyhoej,14,5.6096,10.3,56.599998,DNK
uddevalla-2541-swe-smhi,uddevalla,12,0.8986,11.8948,58.3475,SWE
uddevalla-udd-swe-cmems,uddevalla_v2,16,0.8895,11.8948,58.3475,SWE
ueckermnde-9690088-deu-wsv,ueckermnde,26,0.9827,14.06647379,53.75030973,DEU
ueckermuendetg-uec-deu-cmems,ueckermuendetg,12,9.5977,14.07,53.75,DEU
uetersen-5970016-deu-wsv,uetersen,26,0.9826,9.67707136,53.6781919,DEU
ulatis_c_nr_elmira_ca-11455268-usa-usgs,ulatis_c_nr_elmira_ca,2,0.2082,-121.7597222,38.29416667,USA
ulladulla-216471-aus-bom,ulladulla,17,3.8161,150.4765,-35.3577,AUS
ullapool-ull-gbr-bodc,ullapool,53,2.9011,-5.158056,57.89525,GBR
ullapool-ull-gbr-cmems,ullapool_v2,36,0.8997,-5.1567998,57.8955,GBR
ulukhaktok-6380-can-meds,ulukhaktok,19,0.7537,-117.76,70.74,CAN
umashima-7317-jpn-jodc_pahb,umashima,14,0.9292,132.9902,34.1168,JPN
umbrella_point-8770625-usa-noaa,umbrella_point,2,0.717,-94.8683,29.68,USA
unalakleet-9468333-usa-noaa,unalakleet,11,0.9261,-160.7843,63.871361,USA
unalaska-9462620-usa-noaa,unalaska,44,0.9823,-166.540306,53.879194,USA
unavikshak_island-9458762-usa-noaa,unavikshak_island,1,0.6545,-157.74,56.4917,USA
unc_centermarinescience_dock-unc-usa-ncdem,unc_centermarinescience_dock,3,0.5181,-77.9872222,34.139931,USA
union-9445478-usa-noaa,union,1,0.2419,-123.098,47.3583,USA
union_city_hudson_river-8530645-usa-noaa,union_city_hudson_river,1,0.8647,-74.0183,40.765,USA
union_hall_harbor-uni-irl-mi_c,union_hall_harbor,6,8.9884,-9.13349,51.558964,IRL
union_hall_harbor_2-uni-irl-mi_c,union_hall_harbor_2,6,9.2432,-9.13349,51.558964,IRL
unionhallharbor-uni-irl-cmems,unionhallharbor,6,0.7584,-9.1334896,51.558964,IRL
unknown-2032-can-meds,unknown,1,0.1242,-65.0,47.0,CAN
unnamed_dtch_on_fred_hudson_rd_at_bethany_bch_de-1484690-usa-usgs,unnamed_dtch_on_fred_hudson_rd_at_bethany_bch_de,11,0.907,-75.0634444,38.55544444,USA
uno-ma33-jpn-jodc_jma,uno,60,0.9673,133.94945,34.48861667,JPN
upernavik_harbour-817-grl-uhslc_fd,upernavik_harbour,2,0.3966,-56.142,72.787,GRL
upper_blackwater_river-8729738-usa-noaa,upper_blackwater_river,1,0.8334,-86.9883,30.6583,USA
upper_cache_slough-ucs-usa-cdwr,upper_cache_slough,3,0.5332,-121.70917,38.275556,USA
upper_gagetown-108-can-meds,upper_gagetown,5,0.8219,-66.23,45.85,CAN
upper_iroquois_ontario-14600-can-meds,upper_iroquois_ontario,16,0.8227,-75.32,44.82,CAN
upper_northwestern_fiord-9455204-usa-noaa,upper_northwestern_fiord,1,0.7179,-150.032,59.79,USA
upright_head-9449911-usa-noaa,upright_head,1,0.8729,-122.885,48.5717,USA
upstream_broad_river_near_everglades_city_fl-253047080555600-usa-usgs,upstream_broad_river_near_everglades_city_fl,19,0.926,-80.9322222,25.50129167,USA
upstream_north_river_near_flamingo_fl-252019080544800-usa-usgs,upstream_north_river_near_flamingo_fl,5,0.8016,-80.9002778,25.35833333,USA
uragami-ma25-jpn-jodc_jma,uragami,60,0.9673,135.89638333,33.55833333,JPN
urakawa-hd02-jpn-jodc_jcg,urakawa,45,0.9591,142.77416667,42.16416667,JPN
urakawako-1612-jpn-jodc_pahb,urakawako,14,0.9292,142.77083333,42.16416667,JPN
urangan-59850-aus-bom,urangan,37,0.9408,152.9083,-25.2983,AUS
us_slip_mi-9076060-usa-noaa,us_slip_mi,53,0.9912,-84.340363,46.500805,USA
uscg_lifeboat_station-8652678-usa-noaa,uscg_lifeboat_station,1,0.5807,-75.5267,35.7683,USA
uscg_station_hatteras-8654467-usa-noaa,uscg_station_hatteras,16,0.9692,-75.704167,35.208639,USA
uscg_station_ny-8519050-usa-noaa,uscg_station_ny,1,0.6096,-74.059861,40.612,USA
usgs_01392590_passaic_river_at_newark_nj-1392590-usa-usgs,usgs_01392590_passaic_river_at_newark_nj,10,1.0205,-74.15805556,40.73333333,USA
ushuaia-600-arg-uhslc_fd,ushuaia,27,1.0925,-68.295,-54.805,ARG
ushuaia-600a-arg-uhslc_rq,ushuaia_v2,23,1.0007,-68.295,-54.805,ARG
uss_lexington-8775296-usa-noaa,uss_lexington,12,0.9589,-97.39,27.811694,USA
ustka-ust-pol-cmems,ustka,17,0.7444,16.8538,54.588001,POL
uwajima-ma40-jpn-jodc_jma,uwajima,60,0.9674,132.55111667,33.22721667,JPN
uyak-9457728-usa-noaa,uyak,1,0.5537,-154.007,57.635,USA
uzkosti_point-9457376-usa-noaa,uzkosti_point,1,0.5228,-152.812,57.9283,USA
vaasa-vaa-fin-cmems,vaasa,55,0.991,21.571199,63.081501,FIN
vaasa_vaskiluoto-134223-fin-fmi,vaasa_vaskiluoto,55,0.9898,21.57,63.08,FIN
vaca_key-8723970-usa-noaa,vaca_key,51,0.9843,-81.1065,24.711,USA
vahemadal-vah-est-cmems,vahemadal,4,0.7829,24.666201,59.510201,EST
vails_beach-8459449-usa-noaa,vails_beach,2,0.7906,-71.575,41.1483,USA
vairao-317-fra-refmar,vairao,17,0.7039,-149.295,-17.8059,FRA
vairaotg_60minute-vai-fra-cmems,vairaotg_60minute,17,0.7019,-149.295,-17.805901,FRA
val_comeau-2058-can-meds,val_comeau,1,0.0905,-64.88,47.47,CAN
valdez-9454240-usa-noaa,valdez,51,0.9828,-146.3631,61.1242,USA
valdez_ak-562a-usa-uhslc_rq,valdez_ak,47,1.0371,-146.362,61.125,USA
valenciatg-val-esp-cmems,valenciatg,34,0.9481,-0.33000001,39.459999,ESP
vallarta-393a-mex-uhslc_rq,vallarta,19,0.9233,-105.245,20.615,MEX
valparaiso-081-chl-uhslc_fd,valparaiso,77,1.0591,-71.633,-33.033,CHL
valparaiso-081a-chl-uhslc_rq,valparaiso_v2,70,1.0721,-71.627,-33.027,CHL
valparaiso-8729501-usa-noaa,valparaiso_v3,4,0.7854,-86.4933,30.5033,USA
valparaiso-9963950-usa-noaa,valparaiso_v4,3,0.9169,-71.625,-33.0267,USA
vancouver-9440083-usa-noaa,vancouver,24,0.9763,-122.697,45.631694,USA
vancouver_bc-7735-can-meds,vancouver_bc,102,0.9456,-123.11,49.29,CAN
vandenberg-545-usa-uhslc_fd,vandenberg,3,0.612,-120.61,34.555,USA
